Document Name,Collection First Name,Collection Last Name,SLNSW URL (Old),SLNSW URL (New),Original Document Name,Document Description,Author First Name,Author Last Name,Document Type,Start Day,Start Month,Start Year,End Day,End Month,End Year,Transcriber 1,Transcriber 2,Transcriber 3,Transcriber 4,Transcriber 5,Digital Scans Available,Transcription Available (In Catalouge),Included in Data Set,Number of Square Brackets Fixed,Number of Angled Brackets Fixed
Diary_0141,Culbert,Fisher,https://archival.sl.nsw.gov.au/Details/archive/110349640,https://collection.sl.nsw.gov.au/record/1bGdVqMY,document-item-02-culbert-cecil-fisher-diary-1-january-31-december-1918-node-80783,"Describes camp life, working with camels and marches in the desert",Culbert,Fisher,Diary,1,1,1918,31,12,1918,,,,,,TRUE,FALSE,TRUE,1,0
Diary_0142,Edwin,Flanagan,https://archival.sl.nsw.gov.au/Details/archive/110319486,https://collection.sl.nsw.gov.au/record/1xqZ8RAY,document-flanagan-diary-1916-1917-edwin-john-flanagan-node-80312,"Describes voyage to England on the Afric, training at Hurdcott camp, experiences in France 25 Apr. 1916- 30 May 1916, convalescence in England, and trip back to Australia",Edwin,Flanagan,Diary,3,11,1916,13,9,1917,Peter Mayo,Judy Macfarlan,,,,TRUE,TRUE,TRUE,1,1
Diary_0143,Stanley,Fox,https://archival.sl.nsw.gov.au/Details/archive/110319368,https://collection.sl.nsw.gov.au/record/n5lVBNw9,document-fox-diary-25-june-1915-20-december-1916-stanley-josiah-fox-node-80320,"Describes voyage on the Berrima from Sydney to Port Suez, 1915, action at Gallipoli, 1915 and in France, 1916; with newspaper cuttings",Stanley,Fox,Diary,25,6,1915,25,12,1916,Trish Barrett,,,,,TRUE,TRUE,TRUE,8,7
Diary_0144,Arthur,Freebody,https://archival.sl.nsw.gov.au/Details/archive/110351608,https://collection.sl.nsw.gov.au/record/16AJJ5en,document-item-01-arthur-h.-freebody-diary-14-march-1916-18-march-1917-node-80795,"Diary describes embarking from Melbourne on the A68 Anchises on 13 March 1916, the voyage from Australia to Egypt and then to France in June 1916, and trench warfare in France. Diary entries for January 1917 to March 1917 are at the front of this diary.",Arthur,Freebody,Diary,13,3,1916,11,3,1917,,,,,,TRUE,FALSE,TRUE,1,0
Diary_0145,Arthur,Freebody,https://archival.sl.nsw.gov.au/Details/archive/110351609,https://collection.sl.nsw.gov.au/record/9gkddAJ9,document-item-02-arthur-h.-freebody-diary-19-march-18-november-1917-node-80313,"Describes action in the trenches at the front line in France, outpost duties, march to a camp near Poperinge, Belgium 18 September 1917, action in Belgium and leave in England 11-26 October 1917. Entries after 18 November 1918 appear at end of MLMSS 1251/Item 3.",Arthur,Freebody,Diary,19,3,1917,18,11,1918,John Corbett,,,,,TRUE,TRUE,TRUE,2,7
Diary_0146,Arthur,Freebody,https://archival.sl.nsw.gov.au/Details/archive/110351614,https://collection.sl.nsw.gov.au/record/1LjRRq39,document-item-03-arthur-h.-freebody-diary-1-january-30-december-1918-node-80743,"Brief entries include admission to 5th Brigade Field Ambulance, leave in Brussels, demobilisation lectures and leave in London. Entries after 16 November 1919 appear at end of MLMSS 1251/Item 4.",Arthur,Freebody,Diary,17,11,1918,16,11,1919,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0147,Arthur,Freebody,https://archival.sl.nsw.gov.au/Details/archive/110351615,https://collection.sl.nsw.gov.au/record/nvg88GD1,document-item-04-arthur-h.-freebody-diary-6-january-15-march-1919-node-80314,The January-March 1920 entries at the front of this 1919 diary describe his activities in London while attached to the Australian Army Ordnance Corps. The entries from 17 November 1919 to 2 January 1920 continue the diary entries from MLMSS 1251/Item 3,Arthur,Freebody,Diary,17,11,1919,14,3,1920,Peter Mayo,,,,,TRUE,TRUE,TRUE,0,0
Diary_0148,Hudson,Fysh,https://archival.sl.nsw.gov.au/Details/archive/110368484,https://collection.sl.nsw.gov.au/record/1bGdXWXY,,"War diary kept while serving with the 67th Squadron, Australian Flying Corps. Brief entries include bombing raids around Amman, Palestine, surveillance flights, leave in Cairo, an aircrash at the aerodrome and the Australian General Hospital at Cairo",Hudson,Fysh,Diary,10,1,1917,4,1,1918,Paula Poropat,,,,,TRUE,TRUE,TRUE,475,1
Diary_0149,Hudson,Fysh,https://archival.sl.nsw.gov.au/Details/archive/110368485,https://collection.sl.nsw.gov.au/record/npAdqNA1,document-item-02-sir-hudson-fysh-diary-1918-node-72677,"Diary with brief entries includes notes on 'reccos', flights, bombing raids and photographing military positions",Hudson,Fysh,Diary,31,1,1918,31,12,1918,Judy Gimbert,,,,,TRUE,TRUE,TRUE,6,0
Diary_0150,Hudson,Fysh,https://archival.sl.nsw.gov.au/Details/archive/110368486,https://collection.sl.nsw.gov.au/record/1xqZ0G6Y,document-item-03-sir-hudson-fysh-diary-1919-node-72678,"Diary describes flights, an air crash 14 Jan. 1919, embarking on Port Sydney 5 March, arriving in Fremantle 31 March and in Hobart 17 April.",Hudson,Fysh,Diary,7,1,1919,17,4,1919,Val Ridley,,,,,TRUE,TRUE,TRUE,95,0
Diary_0151,Clifford,Geddes,https://archival.sl.nsw.gov.au/Details/archive/110364614,https://collection.sl.nsw.gov.au/record/1LjRoG59,document-item-01-clifford-m.-geddes-diary-31-march-1-august-1918-node-80550,"Diary begins with journey from Codford, England to France and the camp near Calais, and describes marching out 4 Apr. 1918, villages, billets, parades, trench-digging, arriving at Villers-Bretonneux, trench warfare there, aerial battles and bombardments, preparations for an attack across the lines 1 July, and detailed descriptions of the battle of Hamel, 4 July 1918",Clifford,Geddes,Diary,31,3,1918,1,8,1918,Eric Hetherington,Judy Macfarlan,,,,TRUE,TRUE,TRUE,1,3
Diary_0152,Clifford,Geddes,https://archival.sl.nsw.gov.au/Details/archive/110364615,https://collection.sl.nsw.gov.au/record/nvg8mP51,document-item-02-clifford-m.-geddes-diary-1-august-5-september-1918-node-80619,"Describes visit to dentist near Amiens, escort duties, marches and trench warfare, with detailed descriptions of the battle at Amiens 8-18 Aug. 1918, and illness and hospitalisation in the 61st Casualty Clearing Station 31 Aug. 1918",Clifford,Geddes,Diary,1,8,1918,5,9,1918,Lyn Williams,Judy Gimbert,Adrian Bicknell,,,TRUE,TRUE,TRUE,0,0
Diary_0153,James,Gibb,https://archival.sl.nsw.gov.au/Details/archive/110349323,https://collection.sl.nsw.gov.au/record/1kVdWPzn,document-item-01-james-brunton-gibb-diary-14-january-20-march-1916-node-80768,"Diary describes voyage to Egypt on the Osterley, embarking 15 Jan. 1916. Includes 1915 engagements, elocution lesson times, ""notes on my journey to the war"". Contains a small French 1916 calendar in front leather pocket",James,Gibb,Diary,14,1,1916,20,3,1916,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0154,James,Gibb,https://archival.sl.nsw.gov.au/Details/archive/110349349,https://collection.sl.nsw.gov.au/record/n88E30Rn,document-item-02-james-brunton-gibb-diary-14-january-1916-19-july-1916-node-73111,"Diary of movements and events while on active service, including departure from Sydney on the Orient 15 Jan. 1916, embarkment from Fremantle on the Osterley 25 Jan. 1916, arrival in Suez 13 Feb. 1916, voyage from Egypt to France on SS Minneapolis 14-19 Mar. 1916, combat and gas training, departure for the front 5 Apr. 1916, trench warfare and stretcher-bearing and hospital duties",James,Gibb,Diary,14,1,1916,19,7,1916,Lynne Palmer,,,,,TRUE,TRUE,TRUE,0,0
Diary_0155,James,Gibb,https://archival.sl.nsw.gov.au/Details/archive/110349326,https://collection.sl.nsw.gov.au/record/n7oV3GMn,document-item-03-james-brunton-gibb-diary-19-march-13-june-1916-node-73112,"Diary includes a summary of movements with the A.I.F. from enlistment 13 July 1915-23 Dec 1916. A Wills 'War Incidents' cigarette card and pressed wattle, pansy and poppy flowers are inserted between the pages",James,Gibb,Diary,19,3,1916,13,6,1916,Trish Barrett,,,,,TRUE,TRUE,TRUE,2,0
Diary_0156,James,Gibb,https://archival.sl.nsw.gov.au/Details/archive/110349350,https://collection.sl.nsw.gov.au/record/92eV0OdY,document-item-04-james-brunton-gibb-diary-14-june-31-december-1916-node-73113,"Diary describes bombardments, dressing room duties, football matches, concerts, gas drills, marches and departure for Poperinge, Belgium 6 Sept. 1916",James,Gibb,Diary,14,6,1916,31,12,1916,Miles Harvey,Betty Smith,,,,TRUE,TRUE,TRUE,1,0
Diary_0157,James,Gibb,https://archival.sl.nsw.gov.au/Details/archive/110349352,https://collection.sl.nsw.gov.au/record/16AJ0rVn,document-item-05-james-brunton-gibb-diary-1-january-1917-7-january-1918-node-80769,"Diary describes activities in Belgium, including fatigue and dressing room duties, treating wounds and trench feet, rehearsals and presenting concerts in Merricourt and Albert, a special concert for H.R.H. Prince of Wales, 4 Apr. 1918 and leave in England 9-20 May 1918",James,Gibb,Diary,1,1,1917,7,1,1918,,,,,,TRUE,FALSE,TRUE,1,0
Diary_0158,James,Gibb,https://archival.sl.nsw.gov.au/Details/archive/110349351,https://collection.sl.nsw.gov.au/record/nZNv47jn,document-item-06-james-brunton-gibb-diary-1-january-21-july-1918-node-73114,"Diary describes fatigue duties, rehearsals, concerts and performances by the ""Anzac Coves"" in northern France, departure for London 10 Feb. 1918, performances there including one at Buckingham Palace 18 Feb., performances in Scotland 12-22 Apr. 1918 and return to France 15 May 1918",James,Gibb,Diary,1,1,1918,21,7,1918,June Pettit,,,,,TRUE,TRUE,TRUE,1,0
Diary_0159,James,Gibb,https://archival.sl.nsw.gov.au/Details/archive/110349354,https://collection.sl.nsw.gov.au/record/9NaAKL0Y,document-item-07-james-brunton-gibb-diary-22-july-1918-31-december-1918-node-73115,"Diary describes rehearsals and performances by the Anzac Coves in northern France and departure for leave in Paris 20 Dec. 1918. Includes leave pass, railway ticket and newsclipping",James,Gibb,Diary,22,7,1918,31,12,1918,Jean Hart,,,,,TRUE,TRUE,TRUE,0,0
Diary_0160,James,Gibb,https://archival.sl.nsw.gov.au/Details/archive/110349357,https://collection.sl.nsw.gov.au/record/9O4oKvOn,document-item-08-james-brunton-gibb-diary-1-january-15-june-1919-node-80863,"3 diaries, Jan 1919-4 April 1919, 16 June 1919-28 July 1919, 5 Apr 1919-15 June 1919, in three notebooks which have been stuck together. Gibb describes leave in Paris, the breaking up of the 'Anzac Coves', 10 Jan. 1919, rehearsals by the 'Remnants' for the Workshop Concert party, demobilisation activities, departure for England 29 Jan. 1919, return to Charleroi, Belgium 17 Feb. and embarkment on the St David for Australia, 4 Apr. 1919",James,Gibb,Diary,1,1,1919,15,6,1919,,,,,,TRUE,FALSE,TRUE,1,0
Diary_0161,Hunter,Gibson,https://archival.sl.nsw.gov.au/Details/archive/110348937,https://collection.sl.nsw.gov.au/record/nX6Oyy0Y,document-item-01-hunter-gibson-diary-17-november-1914-march-1915-node-72776,"Describes voyage from Colombo to Egypt 17 November 1914-December 1914, training at Mena Camp in Egypt Dec. 1914-Mar. 1915. Includes some pencil sketches",Hunter,Gibson,Diary,17,11,1914,14,3,1915,Miles Harvey,Rosemary Cox,,,,TRUE,TRUE,TRUE,1,0
Diary_0162,Hunter,Gibson,https://archival.sl.nsw.gov.au/Details/archive/110348938,https://collection.sl.nsw.gov.au/record/1Drm3339,document-item-02-hunter-gibson-diary-march-1915---march-1916-node-80381,"Includes action at Gallipoli Apr. 1915, convalescence in Egypt after being wounded May 1915, return to Gallipoli June 1915, convalescence in Egypt Aug. 1915-Dec. 1915 and arrival in France Mar. 1916",Hunter,Gibson,Diary,21,3,1915,29,3,1916,Rosemary Cox,,,,,TRUE,TRUE,TRUE,0,0
Diary_0163,Cecil,Giffin,https://archival.sl.nsw.gov.au/Details/archive/110319206,https://collection.sl.nsw.gov.au/record/92eV2B3Y,document-item-01-cecil-giffin-war-diary-19-december-1914---5-february-1915-node-80468,,Cecil,Giffin,Diary,19,12,1914,4,2,1915,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0164,John,Giles,https://archival.sl.nsw.gov.au/Details/archive/110362537,https://collection.sl.nsw.gov.au/record/nX6OMO8Y,document-item-02-john-albert-giles-diary-19-june-1916-16-december-1916-node-80766,"Rough diary kept while a prisoner of war, Schneidemuhl camp, Germany. Describes food parcels and letters received and departures of fellow prisoners for working parties",John,Giles,Diary,19,7,1916,16,12,1916,Rosemary Cox,,,,,TRUE,TRUE,TRUE,0,0
Diary_0165,George,Gill,https://archival.sl.nsw.gov.au/Details/archive/110362577,https://collection.sl.nsw.gov.au/record/93QVxEw1,document-item-01-george-thomasson-gill-diary-8-august-1915-28-june-1917-node-80331,"Describes voyage from Sydney to Suez on S.S. Euripides, events in Egypt 29 Nov. 1915-19 June 1916, attending the Zeitoun School of Instruction April. 1916, trench warfare and enemy bombardments in northern France around the Somme, and departure for leave in London 22 June 1917. Entries for 25-28 June 1917 are written in a different hand",George,Gill,Diary,8,8,1915,28,6,1917,Eric Hetherington,,,,,TRUE,TRUE,TRUE,1,3
Diary_0166,George,Gill,https://archival.sl.nsw.gov.au/Details/archive/110362582,https://collection.sl.nsw.gov.au/record/1DrmWMN9,document-item-02-george-thomasson-gill-diary-7-october-1917-15-february-1919-node-80333,"Writing from Flanders, Gill describes events of the last 5 months at the front in France and Belgium and his promotion to corporal Sept. 1917. Diary resumes 7 Oct. 1917 and describes action at Wytschaete on the Western front in Belgium, leave in England Mar. 1918, allied advances July-Sept. 1918, hospital treatment in England Sept.-Nov. 1918 and return to Sydney on S.S. Lakada, Feb. 1919",George,Gill,Diary,7,10,1917,15,2,1919,John Corbett,Adrian Bicknell,Judy Macfarlan,,,TRUE,TRUE,TRUE,0,1
Diary_0167,William,Gillies,https://archival.sl.nsw.gov.au/Details/archive/110320391,https://collection.sl.nsw.gov.au/record/9AL4jLaY,document-william-keith-gillies-diary-22-march-1916-30-september-1917-node-78150,"Describes voyage from Australia to Egypt and then to England on the troopship Makarini, 1 Apr.-8 June 1916, training in engineers training camp, service in France and Belgium as a sapper from 7 Oct. 1916, hospitalisation with pneumonia Jan. 1917, trench warfare Mar. 1917, pontoon bridging and bridge building June-Sept. 1917 and battle at Zillebeke Lake, Belgium 23 Sept. 1917 . Includes drawings of a map and AIF colours, and a newscutting",William,Gillies,Diary,22,3,1916,30,9,1917,Lynne Palmer,Judy Macfarlan,,,,TRUE,TRUE,TRUE,0,0
Diary_0168,Henry,Gissing,https://archival.sl.nsw.gov.au/Details/archive/110336238,https://collection.sl.nsw.gov.au/record/1DrmQKb9,document-item-01-h.-e.-gissing-diary-13-december-1914-17-december-1915-node-80483,"Describes recruitment and training in Sydney, voyage from Sydney to Suez via Thursday Island and Colombo on the Seang Choon, Feb.- Mar. 1915, service during the Gallipoli campaign on hospital ships and hospitalisation at Mudros, April-Dec. 1915",Henry,Gissing,Diary,13,12,1914,17,12,1915,Margaret Swinton,Robin Matthews,Rosemary Cox,Grahame Bickford,Betty Smith,TRUE,TRUE,TRUE,1,3
Diary_0169,Henry,Gissing,https://archival.sl.nsw.gov.au/Details/archive/110336315,https://collection.sl.nsw.gov.au/record/nvg8D0p1,document-item-02-h.-e.-gissing-diary-18-december-1915-23-november-1916-node-80486,"Gissing describes voyage from Lemnos to Alexandria on the Empress of Britain, and experiences in Egypt. He was transferred to the 14th Field Ambulance in Tel-el-Kebir, was made a corporal on May 31, 1916 and a Sergeant on June 18, 1916. Describes arriving in Marseilles 27 June 1916, marches and billets, dressing station duties at Theinnes, L’estrade and other posts, and treatment of the wounded including German prisoners",Henry,Gissing,Diary,18,12,1915,23,11,1916,Alison O'Sullivan,,,,,TRUE,FALSE,TRUE,0,0
Diary_0170,Henry,Gissing,https://archival.sl.nsw.gov.au/Details/archive/110336195,https://collection.sl.nsw.gov.au/record/nZNvQVjn,document-item-03-h.-e.-gissing-diary-26-november-1916-9-april-1917-node-80487,"Gissing describes the Somme offensive, including descriptions of trench warfare and medical service in France, and leave in England.",Henry,Gissing,Diary,26,11,1916,9,4,1917,Judy Gimbert,,,,,TRUE,TRUE,TRUE,0,0
Diary_0171,Henry,Gissing,https://archival.sl.nsw.gov.au/Details/archive/110336311,https://collection.sl.nsw.gov.au/record/9qoQJLQ1,document-item-04-h.-e.-gissing-diary-10-april-22-september-1917-node-80484,"Describes Gissing's day-to-day activities running a field ambulance station in the north of Arras, France and across the Belgian border.",Henry,Gissing,Diary,10,4,1917,22,9,1917,Lynne Palmer,,,,,TRUE,TRUE,TRUE,1,0
Diary_0172,Henry,Gissing,https://archival.sl.nsw.gov.au/Details/archive/110336313,https://collection.sl.nsw.gov.au/record/9O4oQ0rn,document-item-05-h.-e.-gissing-diary-23-september-19-december-1917-node-80488,"Gissing describes his activities running a field ambulance station in Belgium and France, including shell and gas attacks.",Henry,Gissing,Diary,23,9,1917,19,12,1917,June Pettit,,,,,TRUE,TRUE,TRUE,0,0
Diary_0173,Henry,Gissing,https://archival.sl.nsw.gov.au/Details/archive/110336221,https://collection.sl.nsw.gov.au/record/YzOgLMD9,document-item-06-h.-e.-gissing-diary-20-december-1917-11-april-1918-node-80489,"Describes war experiences and medical service in France, leave in London",Henry,Gissing,Diary,20,12,1917,11,4,1918,Rosemary Cox,Betty Smith,,,,TRUE,TRUE,TRUE,0,0
Diary_0174,Henry,Gissing,https://archival.sl.nsw.gov.au/Details/archive/110336211,https://collection.sl.nsw.gov.au/record/9qoQJA51,document-item-07-h.-e.-gissing-diary-12-april-7-august-1918-node-80490,"Gissing's medical service in France, including periods of illness, experiences of direct shelling, air attacks and other activities.",Henry,Gissing,Diary,12,4,1918,7,8,1918,Peter Mayo,,,,,TRUE,TRUE,TRUE,0,0
Diary_0175,Henry,Gissing,https://archival.sl.nsw.gov.au/Details/archive/110337250,https://collection.sl.nsw.gov.au/record/92eVKJdY,document-item-08-h.-e.-gissing-diary-8-august-1918-16-november-1918-node-80485,"Accounts of battles and prisoners taken, trench warfare, marches, activities in France and Italy after the signing of the Armistice including visits to local sights and the British Army and Navy Leave Club, Place de la République",Henry,Gissing,Diary,8,8,1918,16,11,1918,Ray King,Betty Smith,Grahame Bickford,,,TRUE,TRUE,TRUE,0,1
Diary_0176,Henry,Gissing,https://archival.sl.nsw.gov.au/Details/archive/110336926,https://collection.sl.nsw.gov.au/record/n7oVK63n,document-item-09-h.-e.-gissing-diary-17-november-1918-8-february-1919-node-80491,"Describes the period after Armistice including celebrations in Paris and the preparations for returning home, various parties and trips into villages and the town of Charleroi, a few days leave in Brussels and the final train trip from Beaumont to Le Havre.",Henry,Gissing,Diary,17,11,1918,8,2,1919,Miles Harvey,,,,,TRUE,TRUE,TRUE,2,0
Diary_0177,Henry,Gissing,https://archival.sl.nsw.gov.au/Details/archive/110336927,https://collection.sl.nsw.gov.au/record/nV2qPwqn,document-item-10-h.-e.-gissing-diary-9-february-10-may-1919-node-80492,"Gissing describes leisure activities in France then England, departure on the Kildonan Castle March 1919, shipboard activities and stopover in Colombo. Includes an account of a visit by a war correspondent, official photographer and officers to Gallipoli and observations on the aftermath of the campaign. Describes arrival in Sydney May 1919.",Henry,Gissing,Diary,9,2,1919,10,5,1919,John Brooker,Miles Harvey,,,,TRUE,TRUE,TRUE,0,0
Diary_0178,Thomas,Goodwin,https://archival.sl.nsw.gov.au/Details/archive/110350821,https://collection.sl.nsw.gov.au/record/YzOggDA9,document-item-01-thomas-goodwin-war-diary-25-april-1915-22-july-1916-node-78157,"Diary describes in detail arrival at Alexandria, landing at Gallipoli 25 Apr. 1915, unloading horses at Bahr Fort 3 May 1915, camp routines, farrier duties and horse casualties, embarking on HMTS Cestrian and arriving in Marseilles 26 Mar. 1916, marches, billets and camps, leave in London 30 Apr.-7 May 1916, return to camp at Steenwerck, and battles and trench warfare May-July 1916",Thomas,Goodwin,Diary,7,5,1915,22,7,1916,Colin Smith,Judy Macfarlan,,,,TRUE,TRUE,TRUE,0,0
Diary_0179,Thomas,Goodwin,https://archival.sl.nsw.gov.au/Details/archive/110350825,https://collection.sl.nsw.gov.au/record/Yj7ddLD9,document-item-02-thomas-goodwin-war-diary-23-july-24-november-1916-node-78158,"Diary describes heavy fighting in France and Belgium, the impact of the war on local villages, the prices and types of food available, with vivid descriptions of the suffering of men and horses",Thomas,Goodwin,Diary,23,7,1916,24,11,1916,Lynne Palmer,John Kerr,,,,TRUE,TRUE,TRUE,0,0
Diary_0180,Thomas,Goodwin,https://archival.sl.nsw.gov.au/Details/archive/110350826,https://collection.sl.nsw.gov.au/record/n7oVVzOn,document-item-03-thomas-goodwin-war-diary-25-november-1916-19-july-1917-node-78159,"Diary describes trench warfare at the front line, farrier duties and activities in camp including sports competitions",Thomas,Goodwin,Diary,25,11,1916,19,7,1917,Judy Gimbert,Judy Macfarlan,,,,TRUE,TRUE,TRUE,2,0
Diary_0181,Thomas,Goodwin,https://archival.sl.nsw.gov.au/Details/archive/110350827,https://collection.sl.nsw.gov.au/record/nV2qq0pn,document-item-04-thomas-goodwin-war-diary-20-july-1917-18-march-1918-node-78160,"Diary describes action at the front in France and Belgium, including a presentation of medals by General Birdwood to troops including Goodwin's brother Vance 13 Nov. 1918",Thomas,Goodwin,Diary,20,7,1917,18,3,1918,Peter Craswell,Judy Macfarlan,,,,TRUE,TRUE,TRUE,0,0
Diary_0182,Thomas,Goodwin,https://archival.sl.nsw.gov.au/Details/archive/110350828,https://collection.sl.nsw.gov.au/record/94Rxxzk1,document-item-05-thomas-goodwin-war-diary-19-march-4-december-1918-node-78161,"Diary includes hospitalisation with pneumonia 21 Mar-17 Apr. 1918, warfare in France and Belgium, the farewell by General Birdwood at Bray 25 Apr. 1918, rest camps in Faenza and Taranto Oct. 1918 and embarking on the Ormonde 7 Oct. 1918, arriving in Sydney 4 Dec. 1918",Thomas,Goodwin,Diary,19,3,1918,4,12,1918,Judy Gimbert,,,,,TRUE,TRUE,TRUE,0,0
Diary_0183,Alexander,Gordon,https://archival.sl.nsw.gov.au/Details/archive/110348411,https://collection.sl.nsw.gov.au/record/9qoQWzQ1,document-gordon-war-narrative-ca.-1914-1917-alexander-dundas-gordon-node-80700,"Describes experiences in Mena Hospital, Egypt and on the troopship Benares taking wounded men from Gallipoli",Alexander,Gordon,Diary,19,10,1914,8,11,1914,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0184,George,Gower,https://archival.sl.nsw.gov.au/Details/archive/110350443,https://collection.sl.nsw.gov.au/record/9arppx2n,document-item-01-george-gower-war-diary-24-april-9-june-1915-node-80709,"Diary describes the landing at Gallipoli 25 Apr. 1915, stretcher bearer duties and the action at Gallipoli Apr.-June 1915",George,Gower,Diary,24,4,1915,9,6,1915,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0185,George,Gower,https://archival.sl.nsw.gov.au/Details/archive/110350444,https://collection.sl.nsw.gov.au/record/nQR22LX1,document-item-02-george-gower-war-diary-11-june-18-july-1915-node-80730,"Diary describes the war in the trenches at Gallipoli 11 June-18 July 1915, including copied extracts from a Turkish officer's diary, 27 Apr.-30 Apr. 1915",George,Gower,Diary,10,6,1915,18,7,1915,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0186,James,Green,https://archival.sl.nsw.gov.au/Details/archive/110319487,https://collection.sl.nsw.gov.au/record/9arp6a6n,document-green-diary-14-august-1915-3-march-1919-james-green-node-80307,"Describes training in army camp at Liverpool, N.S.W., Aug.-Nov. 1915 voyage from Sydney to Suez on H.M.A.T. Euripides, Nov. - Dec. 1915, training camp in Egypt, Dec. 1915 - Mar. 1916, trench warfare in France and Belgium, Mar. 1916 - Apr. 1918, hospital treatment in England, Mar. - June 1917 and Apr. - Aug. 1918, return voyage to Australia, Jan. - Feb. 1919",James,Green,Diary,14,8,1915,3,3,1919,Colin Smith,Judy Macfarlan,,,,TRUE,TRUE,TRUE,2,0
Diary_0187,Alfred,Grinyer,https://archival.sl.nsw.gov.au/Details/archive/110365380,https://collection.sl.nsw.gov.au/record/1Jkmlx7Y,document-item-01-alfred-grinyer-diary-29-march-1916-28-january-1917-node-80621,"Describes voyage on the Kanowna with leave in Colombo, arriving in England with 4 days furlough before leaving for the front, fatigue work at Etaples, route marches, billets and camps and the carrying of wounded under fire in France and Belgium",Alfred,Grinyer,Diary,29,3,1916,28,1,1917,Margaret Broadfoot,John Stephenson,Adrian Bicknell,,,TRUE,TRUE,TRUE,0,0
Diary_0188,Alfred,Grinyer,https://archival.sl.nsw.gov.au/Details/archive/110365381,https://collection.sl.nsw.gov.au/record/nX6OPxrY,document-item-02-alfred-grinyer-diary-29-january-1917-3-january-1918-node-80556,"Describes carrying wounded troops under fire in France and Belgium, being wounded 2 May 1917, the setting up of dressing stations at La Boiselle 25 Aug. 1916, leave in England Sept. 1917, his experiences at Poperinghe, Steenvoorde and in the Albert and Amiens regions and voyage home on the Themistocles, entering Sydney Heads on 3 Jan. 1918",Alfred,Grinyer,Diary,29,1,1917,3,1,1918,Rex Minter,John Stephenson,,,,TRUE,TRUE,TRUE,0,0
Diary_0189,Arthur,Hall,https://archival.sl.nsw.gov.au/Details/archive/110364665,https://collection.sl.nsw.gov.au/record/YzOg5pM9,document-arthur-charles-hall-war-diary-21-december-1916---24-june-1919-node-73122,"A brief daily account of his war service including details of the training camp 'Bull Ring', near Etaples, France; movements of his battalion throughout France and Belgium; front line action in France and visits to England whilst on leave. A typed transcript of the diary is included.",Arthur,Hall,Diary,21,12,1916,24,6,1919,Rex Minter,,,,,TRUE,TRUE,TRUE,2,0
Diary_0190,Robert,Hamilton,https://archival.sl.nsw.gov.au/Details/archive/110365375,https://collection.sl.nsw.gov.au/record/YdmdlR49,document-item-01-robert-saunderson-hamilton-diary-13-march-1916-26-april-1917-node-80721,"Describes his duties as an orderly corporal on the hospital ship Karoola, including descriptions of the Suez Canal and other places visited, transporting the wounded between Egypt and England, leave in London Oct. 1916, and returning to Australia via Durban, disembarking troops at Western Australia and Melbourne before arriving in Sydney 4 Apr. 1917",Robert,Hamilton,Diary,13,3,1916,26,4,1917,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0191,Robert,Hamilton,https://archival.sl.nsw.gov.au/Details/archive/110365376,https://collection.sl.nsw.gov.au/record/YK5QAx6n,document-item-02-robert-saunderson-hamilton-diary-5-november-1917-11-february-1919-node-80737,"Describes embarking on A15 Port Sydney, 5 Nov. 1917, voyage to Egypt, the Australian Rest Camp, the voyage to Port Taranto and train journey through Italy to France, leave in England Feb. 1918 and service as a gunner and trench warfare in France and Belgium",Robert,Hamilton,Diary,5,11,1917,11,2,1919,,,,,,TRUE,FALSE,TRUE,2,0
Diary_0192,Robert,Hamilton,https://archival.sl.nsw.gov.au/Details/archive/110365378,https://collection.sl.nsw.gov.au/record/9Bv7mxB9,document-item-03-robert-saunderson-hamilton-diary-11-february-1-july-1919-node-80760,"Events include leave in France, Belgium and England, and return to Australia on the Port Napier 13 May 1919, arriving at Port Phillip 1 July 1919",Robert,Hamilton,Diary,11,2,1919,1,7,1919,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0193,William,Hardy,https://archival.sl.nsw.gov.au/Details/archive/110343304,https://collection.sl.nsw.gov.au/record/Yold8gE9,document-item-01-william-daniel-hardy-diary-9-october-1915-31-december-1916-node-80361,"Describes events at Liverpool camp, including the mutiny by A.I.F. troops at Casula 14 Feb. 1916, embarkment on HMAS Kanowna 29 Mar. 1916, arriving in Plymouth 11 June 1916, drills and parades, being allotted to the 4th Field Ambulance 23 Aug. 1916, arrival in Boulogne, France on 15 Aug. 1916, arrival in Belgium 9 Sept. 1916 and stretcher bearing in France and Belgium including hospitalisation with influenza, 21 Dec. 1916",William,Hardy,Diary,1,1,1916,31,12,1916,,,,,,TRUE,FALSE,TRUE,1,0
